Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Kvinder;Sidder ned mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid sidder du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der sidder mindst 3/4 af arbejdstiden (svarkategori 5-6).";19569;-0,555254833;;;;38,801995852;38,801995852
Kvinder;Går eller står mindst 3/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 3/4 af arbejdstiden (svarkategori 5-6).";19522;-3,258848391;;;;40,649096901;40,649096901
Kvinder;Går eller står mindst 1/4 af tiden;Gående, stående og siddende arbejde;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid går eller står du?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der går eller står mindst 1/4 af arbejdstiden (svarkategori 3-6).";19522;0,224595666;;;;83,202103194;83,202103194
Mænd, 55 - 64 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5111;-27,867695484;;;;67,888795186;3,394439759
Mænd, 45 - 54 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5413;-8,851628837;;;;69,945737979;3,497286899
Mænd, 35 - 44 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";3548;-1,084179113;;;;70,785932748;3,539296637
Mænd, 25 - 34 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";1917;39,911099140;;;;75,220337807;3,761016890
Mænd, 18 - 24 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";610;61,864048281;;;;77,594959297;3,879747965
Mænd;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";16599;6,185586568;;;;71,572293692;3,578614685
Kvinder, 55 - 64 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";5640;-38,135951719;;;;66,778091482;3,338904574
Kvinder, 45 - 54 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";6463;-18,536880617;;;;68,898097096;3,444904855
Kvinder, 35 - 44 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";4312;-6,436480594;;;;70,206981372;3,510349069
Kvinder, 25 - 34 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";2333;21,694796413;;;;73,249904420;3,662495221
Kvinder, 18 - 24 år;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";661;45,946189413;;;;75,873145544;3,793657277
Kvinder;Selvvurderet helbred;Helbred;2018;Score;"Spørgsmål: Hvordan synes du, at dit helbred er alt i alt?

- 1. Dårligt
- 2. Mindre godt
- 3. Godt
- 4. Vældig godt
- 5. Fremragende

I resultaterne præsenteres den gennemsnitlige score (1-5).";19409;-6,185586568;;;;70,234120247;3,511706012
Mænd, 55 - 64 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";5136;33,123781165;;;;16,836474857;16,836474857
Mænd, 55 - 64 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";5113;28,905188611;;;;14,817972662;14,817972662
Mænd, 55 - 64 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";5142;29,766153148;;;;8,891499822;8,891499822
Mænd, 45 - 54 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";5437;32,215247392;;;;17,026033566;17,026033566
Mænd, 45 - 54 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";5411;30,550289347;;;;14,444112925;14,444112925
Mænd, 45 - 54 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";5439;26,881214968;;;;9,640984950;9,640984950
Mænd, 35 - 44 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";3605;16,882013382;;;;20,225197008;20,225197008
Mænd, 35 - 44 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";3539;4,128284190;;;;20,448683746;20,448683746
Mænd, 35 - 44 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";3604;20,955413182;;;;11,180463454;11,180463454
Mænd, 25 - 34 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";1956;-0,444349426;;;;23,840211717;23,840211717
Mænd, 25 - 34 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";1914;-15,478066066;;;;24,904353100;24,904353100
Mænd, 25 - 34 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";1955;-1,558819802;;;;17,029490969;17,029490969
Mænd, 18 - 24 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";626;-66,876218835;;;;37,700719415;37,700719415
Mænd, 18 - 24 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";607;-31,919811255;;;;28,640845574;28,640845574
Mænd, 18 - 24 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";624;-18,066691252;;;;21,318111168;21,318111168
Mænd;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";16760;12,348979872;;;;21,170980206;21,170980206
Mænd;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";16584;8,507940888;;;;19,453378558;19,453378558
Mænd;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";16764;15,778335423;;;;12,525429115;12,525429115
Kvinder, 55 - 64 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";5674;1,014698957;;;;23,535792295;23,535792295
Kvinder, 55 - 64 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";5632;19,878967825;;;;16,869239461;16,869239461
Kvinder, 55 - 64 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";5683;-3,800189536;;;;17,611781881;17,611781881
Kvinder, 45 - 54 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";6503;6,143382938;;;;22,465731126;22,465731126
Kvinder, 45 - 54 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";6454;14,890040042;;;;18,003005427;18,003005427
Kvinder, 45 - 54 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";6507;0,063308835;;;;16,608074213;16,608074213
Kvinder, 35 - 44 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";4364;-11,323134710;;;;26,109988084;26,109988084
Kvinder, 35 - 44 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";4305;-13,461163527;;;;24,445999010;24,445999010
Kvinder, 35 - 44 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";4366;-7,821322166;;;;18,656441738;18,656441738
Kvinder, 25 - 34 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";2370;-29,881280613;;;;29,982005030;29,982005030
Kvinder, 25 - 34 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";2329;-38,422203345;;;;30,118556049;30,118556049
Kvinder, 25 - 34 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";2372;-36,350579158;;;;26,068127015;26,068127015
Kvinder, 18 - 24 år;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";675;-65,852243686;;;;37,487074735;37,487074735
Kvinder, 18 - 24 år;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";661;-69,449710653;;;;37,169756892;37,169756892
Kvinder, 18 - 24 år;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";676;-70,233846852;;;;34,870743796;34,870743796
Kvinder;Våde eller fugtige hænder mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for at have våde eller fugtige hænder?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har våde eller fugtige hænder mindst 1/4 af arbejdstiden (svarkategori 3-6).";19586;-12,348979872;;;;26,324022927;26,324022927
Kvinder;Hudproblemer;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Har du indenfor de seneste 12 måneder haft hudproblemer på hænderne (kløe, røde knopper, røde plamager, tør og revnet hud og/eller små vandblærer)?

-Nej
-Ja, nogle dage
-Ja, en uge eller mere

I resultaterne præsenteres andel (%) med hudproblemer (svarkategori 2-3).";19381;-8,507940888;;;;23,320347268;23,320347268
Kvinder;Hudkontakt med kemikalier mindst 1/4 af tiden;Hudpåvirkning og hudproblemer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid har du hudkontakt med kemikalier (fx rengøringsmidler og desinfektionsmidler)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der har hudkontakt med kemikalier mindst 1/4 af arbejdstiden (svarkategori 3-6).";19604;-15,778335423;;;;20,723613625;20,723613625
Mænd, 55 - 64 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5199;26,903050892;;;;80,421966011;4,021098301
Mænd, 55 - 64 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5203;25,740396126;;;;87,914674542;4,395733727
Mænd, 45 - 54 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5536;22,203159889;;;;80,087894843;4,004394742
Mænd, 45 - 54 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5538;18,759617670;;;;87,405180266;4,370259013
Mænd, 35 - 44 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";3705;10,528088496;;;;79,258023525;3,962901176
Mænd, 35 - 44 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";3710;19,991314598;;;;87,495076047;4,374753802
Mænd, 25 - 34 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2065;-15,551280920;;;;77,404285766;3,870214288
Mænd, 25 - 34 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2066;9,087342562;;;;86,699246274;4,334962314
Mænd, 18 - 24 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";671;-67,163890028;;;;73,735629490;3,686781474
Mænd, 18 - 24 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";674;-43,054749589;;;;82,893639543;4,144681977
Mænd;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";17176;3,289123700;;;;78,743473416;3,937173671
